bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,years_lived,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
T000194,Charles James Thompson,Republican,rep,OH,5,,,8,356.4,1919-05-19 00:00:00,1931-03-03 00:00:00,Charles,James,Thompson,1862-01-24,154.8,M,,,410773,,,,,9316,,,2016-10-13T15:13:41.622088
T000195,Charles Perkins Thompson,Democrat,rep,MA,6,,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,Charles,Perkins,Thompson,1827-07-30,189.3,M,,,410774,,,,,9317,,,2016-10-13T15:13:41.622088
T000196,Charles Winston Thompson,Democrat,rep,AL,5,,,0,,1901-12-02 00:00:00,1905-03-03 00:00:00,Charles,Winston,Thompson,1860-12-30,155.9,M,,,410775,,,,,9318,,,2016-10-13T15:13:41.622088
T000197,Chester Charles Thompson,Democrat,rep,IL,14,,,2,81.65,1933-03-09 00:00:00,1939-01-03 00:00:00,Chester,Charles,Thompson,1893-09-19,123.1,M,,,410776,,,,,9319,,,2016-10-13T15:13:41.622088
T000198,Clark Wallace Thompson,Democrat,rep,TX,9,,,18,484.09,1933-03-09 00:00:00,1967-01-03 00:00:00,Clark,Wallace,Thompson,1896-08-06,120.3,M,,,410777,,,,,9320,,,2016-10-13T15:13:41.622088
T000199,Fountain Land Thompson,Democrat,sen,ND,,3,,0,,1909-03-15 00:00:00,1911-03-03 00:00:00,Fountain,Land,Thompson,1854-11-18,162.0,M,,,410778,,,,,9321,,,2016-10-13T15:13:41.622088
T000200,Frank Thompson,Democrat,rep,NJ,4,,,22,437.35,1955-01-05 00:00:00,1981-01-03 00:00:00,Frank,,Thompson,1918-07-26,98.3,M,,01152,410779,,,,,9322,,,2016-10-13T15:13:41.622088
T000201,George Western Thompson,Democrat,rep,VA,15,,,0,,1851-12-01 00:00:00,1853-03-03 00:00:00,George,Western,Thompson,1806-05-14,210.6,M,,,410780,,,,,9323,,,2016-10-13T15:13:41.622088
T000202,Hedge Thompson,Adams,rep,NJ,-1,,,0,,1827-12-03 00:00:00,1829-03-03 00:00:00,Hedge,,Thompson,1780-01-28,236.9,M,,,410781,,,,,9324,,,2016-10-13T15:13:41.622088
T000203,Jacob Thompson,Democrat,rep,MS,1,,,8,673.4,1839-12-02 00:00:00,1851-03-03 00:00:00,Jacob,,Thompson,1810-05-15,206.6,M,,,410782,,,,,9325,,,2016-10-13T15:13:41.622088
T000204,James Thompson,Democrat,rep,PA,23,,,2,168.22,1845-12-01 00:00:00,1851-03-03 00:00:00,James,,Thompson,1806-10-01,210.2,M,,,410783,,,,,9326,,,2016-10-13T15:13:41.622088
T000205,Joel Thompson,Federalist,rep,NY,15,,,0,,1813-05-24 00:00:00,1815-03-03 00:00:00,Joel,,Thompson,1760-10-03,256.2,M,,,410784,,,,,9327,,,2016-10-13T15:13:41.622088
T000206,John Thompson,Republican,rep,NY,8,,,2,208.78,1799-12-02 00:00:00,1811-03-03 00:00:00,John,,Thompson,1749-03-20,267.7,M,,,410785,,,,,9328,,,2016-10-13T15:13:41.622088
T000207,John Thompson,Republican,rep,NY,12,,,0,,1857-12-07 00:00:00,1859-03-03 00:00:00,John,,Thompson,1809-07-04,207.4,M,,,410786,,,,,9329,,,2016-10-13T15:13:41.622088
T000208,John Burton Thompson,American,sen,KY,,2,,6,493.14,1839-12-02 00:00:00,1859-03-03 00:00:00,John,Burton,Thompson,1810-12-14,206.0,M,,,410787,,,,,9330,,,2016-10-13T15:13:41.622088
T000209,John McCandless Thompson,Republican,rep,PA,26,,,0,,1873-12-01 00:00:00,1879-03-03 00:00:00,John,McCandless,Thompson,1829-01-04,187.9,M,,,410788,,,,,9331,,,2016-10-13T15:13:41.622088
T000210,Joseph Bryan Thompson,Democrat,rep,OK,5,,,4,198.09,1913-04-07 00:00:00,1921-03-03 00:00:00,Joseph,Bryan,Thompson,1871-04-29,145.6,M,,,410789,,,,,9332,,,2016-10-13T15:13:41.622088
T000211,Philip Thompson,,rep,KY,11,,,0,,1823-12-01 00:00:00,1825-03-03 00:00:00,Philip,,Thompson,1789-08-20,227.3,M,,,410790,,,,,9333,,,2016-10-13T15:13:41.622088
T000212,Philip Burton Thompson,Democrat,rep,KY,8,,,2,134.91,1879-03-18 00:00:00,1885-03-03 00:00:00,Philip,Burton,Thompson,1845-10-15,171.1,M,,,410791,,,,,9334,,,2016-10-13T15:13:41.622088
T000213,Philip Rootes Thompson,Republican,rep,VA,9,,,2,212.24,1801-12-07 00:00:00,1807-03-03 00:00:00,Philip,Rootes,Thompson,1766-03-26,250.7,M,,,410792,,,,,9335,,,2016-10-13T15:13:41.622088
T000214,Richard Wigginton Thompson,Whig,rep,IN,7,,,0,,1841-05-31 00:00:00,1849-03-03 00:00:00,Richard,Wigginton,Thompson,1809-06-09,207.5,M,,,410793,,,,,9336,,,2016-10-13T15:13:41.622088
T000215,Robert Augustine Thompson,Democrat,rep,VA,14,,,0,,1847-12-06 00:00:00,1849-03-03 00:00:00,Robert,Augustine,Thompson,1805-02-14,211.8,M,,,410794,,,,,9337,,,2016-10-13T15:13:41.622088
T000216,Ruth Thompson,Republican,rep,MI,9,,,2,63.82,1951-01-03 00:00:00,1957-01-03 00:00:00,Ruth,,Thompson,1887-09-15,129.2,F,,,410795,,,,,9338,,,2016-10-13T15:13:41.622088
T000217,Standish Fletcher Thompson,Republican,rep,GA,5,,,2,47.74,1967-01-10 00:00:00,1973-01-03 00:00:00,Standish,Fletcher,Thompson,1925-02-05,91.7,M,,,410796,,,,,11053,,,2016-10-13T15:13:41.622088
T000218,Theo Ashton Thompson,Democrat,rep,LA,7,,,10,269.03,1953-01-03 00:00:00,1967-01-03 00:00:00,Theo,Ashton,Thompson,1916-03-31,100.6,M,,,410797,,,,,9339,,,2016-10-13T15:13:41.622088
T000219,Thomas Larkin Thompson,Democrat,rep,CA,1,,,0,,1887-12-05 00:00:00,1889-03-03 00:00:00,Thomas,Larkin,Thompson,1838-05-31,178.5,M,,,410798,,,,,9340,,,2016-10-13T15:13:41.622088
T000220,Thomas Weston Thompson,Federalist,sen,NH,,2,,0,,1805-12-02 00:00:00,1817-03-03 00:00:00,Thomas,Weston,Thompson,1766-03-15,250.7,M,,,410799,,,,,9341,,,2016-10-13T15:13:41.622088
T000221,Waddy Thompson,Whig,rep,SC,6,,,2,178.22,1835-12-07 00:00:00,1841-03-03 00:00:00,Waddy,,Thompson,1798-01-08,218.9,M,,,410800,,,,,9342,,,2016-10-13T15:13:41.622088
T000222,Wiley Thompson,Jackson,rep,GA,-1,,,8,744.92,1821-12-03 00:00:00,1833-03-03 00:00:00,Wiley,,Thompson,1781-09-23,235.2,M,,,410801,,,,,9343,,,2016-10-13T15:13:41.622088
T000223,William Thompson,Democrat,rep,IA,1,,,0,,1847-12-06 00:00:00,1851-03-03 00:00:00,William,,Thompson,1813-11-10,203.1,M,,,410802,,,,,9344,,,2016-10-13T15:13:41.622088
T000224,William George Thompson,Republican,rep,IA,5,,,0,,1879-03-18 00:00:00,1883-03-03 00:00:00,William,George,Thompson,1830-01-17,186.9,M,,,410803,,,,,9345,,,2016-10-13T15:13:41.622088
T000225,William Henry Thompson,Democrat,sen,NE,,1,,0,,1933-03-09 00:00:00,1935-01-03 00:00:00,William,Henry,Thompson,1853-12-14,162.9,M,,,410804,,,,,9346,,,2016-10-13T15:13:41.622088
T000226,William Howard Thompson,Democrat,sen,KS,,2,,0,,1913-04-07 00:00:00,1919-03-03 00:00:00,William,Howard,Thompson,1871-10-14,145.1,M,,,410805,,,,,9347,,,2016-10-13T15:13:41.622088
T000227,Alexander Thomson,Jackson,rep,PA,13,,,0,,1823-12-01 00:00:00,1827-03-03 00:00:00,Alexander,,Thomson,1788-01-12,228.9,M,,,410806,,,,,9348,,,2016-10-13T15:13:41.622088
T000228,Charles Marsh Thomson,Progressive,rep,IL,10,,,0,,1913-04-07 00:00:00,1915-03-03 00:00:00,Charles,Marsh,Thomson,1877-02-13,139.8,M,,,410807,,,,,9349,,,2016-10-13T15:13:41.622088
T000229,Edwin Keith Thomson,Republican,rep,WY,0,,,2,59.8,1955-01-05 00:00:00,1961-01-03 00:00:00,Edwin,Keith,Thomson,1919-02-08,97.7,M,,,410808,,,,,9350,,,2016-10-13T15:13:41.622088
T000230,John Thomson,Jackson,rep,OH,17,,,6,546.64,1825-12-05 00:00:00,1837-03-03 00:00:00,John,,Thomson,1780-11-20,236.1,M,,,410809,,,,,9351,,,2016-10-13T15:13:41.622088
T000231,John Renshaw Thomson,Democrat,sen,NJ,,1,,0,,1853-12-05 00:00:00,1863-03-03 00:00:00,John,Renshaw,Thomson,1800-09-25,216.2,M,,,410810,,,,,9352,,,2016-10-13T15:13:41.622088
T000232,Mark Thomson,Federalist,rep,NJ,-1,,,0,,1795-12-07 00:00:00,1799-03-03 00:00:00,Mark,,Thomson,,,M,,,410811,,,,,9353,,,2016-10-13T15:13:41.622088
T000233,Vernon Wallace Thomson,Republican,rep,WI,3,,,10,228.99,1961-01-03 00:00:00,1975-01-03 00:00:00,Vernon,Wallace,Thomson,1905-11-05,111.0,M,,01153,410812,,,,,10564,,,2016-10-13T15:13:41.622088
T000234,Charles Thone,Republican,rep,NE,1,,,4,83.55,1971-01-21 00:00:00,1979-01-03 00:00:00,Charles,,Thone,1924-01-04,92.8,M,,01154,410813,,,,,13045,,,2016-10-13T15:13:41.622088
T000235,James Thorington,Ind. Republican-Democrat,rep,IA,2,,,0,,1855-12-03 00:00:00,1857-03-03 00:00:00,James,,Thorington,1816-05-07,200.6,M,,,410814,,,,,9354,,,2016-10-13T15:13:41.622088
T000236,Jacob Thorkelson,Republican,rep,MT,1,,,0,,1939-01-03 00:00:00,1941-01-03 00:00:00,Jacob,,Thorkelson,1876-09-24,140.1,M,,,410815,,,,,9355,,,2016-10-13T15:13:41.622088
T000237,William Homer Thornberry,Democrat,rep,TX,10,,,12,334.78,1949-01-03 00:00:00,1965-01-03 00:00:00,William,Homer,Thornberry,1909-01-09,107.8,M,,,410816,,,,,9356,,,2016-10-13T15:13:41.622088
T000238,Mac Thornberry,Republican,rep,TX,13,,,18,33.89,1995-01-04 00:00:00,2017-01-03 00:00:00,Mac,M.,Thornberry,1958-07-15,58.3,M,Presbyterian,01155,400404,N00006052,,21706,36814,29572,H4TX13014,H4TX13014,2016-10-13T15:13:41.622088
T000239,Jacob Montgomery Thornburgh,Republican,rep,TN,2,,,2,140.34,1873-12-01 00:00:00,1879-03-03 00:00:00,Jacob,Montgomery,Thornburgh,1837-07-03,179.4,M,,,410817,,,,,9357,,,2016-10-13T15:13:41.622088
T000240,Anthony Thornton,Democrat,rep,IL,10,,,0,,1865-12-04 00:00:00,1867-03-03 00:00:00,Anthony,,Thornton,1814-11-09,202.1,M,,,410818,,,,,9358,,,2016-10-13T15:13:41.622088
T000241,John Randolph Thornton,Democrat,sen,LA,,3,,0,,1910-01-01 00:00:00,1915-03-03 00:00:00,John,Randolph,Thornton,1846-08-25,170.2,M,,,410819,,,,,9359,,,2016-10-13T15:13:41.622088
T000243,Raymond Hoyt Thornton,Democrat,rep,AR,2,,,8,95.13,1973-01-03 00:00:00,1997-01-03 00:00:00,Raymond,Hoyt,Thornton,1928-07-16,88.3,M,,01156,410821,,,,,14058,,,2016-10-13T15:13:41.622088
T000244,Robert Taylor Thorp,Republican,rep,VA,4,,,0,,1895-12-02 00:00:00,1899-03-03 00:00:00,Robert,Taylor,Thorp,1850-03-12,166.7,M,,,410822,,,,,9361,,,2016-10-13T15:13:41.622088
T000245,Roy Henry Thorpe,Republican,rep,NE,1,,,0,,1921-04-11 00:00:00,1923-03-03 00:00:00,Roy,Henry,Thorpe,1874-12-13,141.9,M,,,410823,,,,,9362,,,2016-10-13T15:13:41.622088
T000246,James Webb Throckmorton,Democrat,rep,TX,5,,,4,264.5,1875-12-06 00:00:00,1887-03-03 00:00:00,James,Webb,Throckmorton,1825-02-01,191.8,M,,,410824,,,,,9363,,,2016-10-13T15:13:41.622088
T000247,Enos Thompson Throop,Republican,rep,NY,20,,,0,,1815-12-04 00:00:00,1817-03-03 00:00:00,Enos,Thompson,Throop,1784-08-21,232.3,M,,,410825,,,,,9364,,,2016-10-13T15:13:41.622088
T000248,Joseph Earlston Thropp,Republican,rep,PA,20,,,0,,1899-12-04 00:00:00,1901-03-03 00:00:00,Joseph,Earlston,Thropp,1847-10-04,169.1,M,,,410826,,,,,9365,,,2016-10-13T15:13:41.622088
T000249,Buckner Thruston,Republican,sen,KY,,2,,0,,1805-12-02 00:00:00,1809-12-31 00:00:00,Buckner,,Thruston,1763-02-09,253.8,M,,,410827,,,,,9366,,,2016-10-13T15:13:41.622088
T000250,John Thune,Republican,sen,SD,,3,senior,6,23.31,1997-01-07 00:00:00,2017-01-03 00:00:00,John,,Thune,1961-01-07,55.8,M,,01534,400546,N00004572,S303,398,45552,29754,S2SD00068;H6SD00085,S2SD00068,2016-10-13T15:13:41.622088
T000251,Allen Granberry Thurman,Democrat,sen,OH,,1,,2,142.2,1845-12-01 00:00:00,1881-03-03 00:00:00,Allen,Granberry,Thurman,1813-11-13,203.1,M,,,410828,,,,,9367,,,2016-10-13T15:13:41.622088
T000252,John Richardson Thurman,Whig,rep,NY,15,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,John,Richardson,Thurman,1814-10-06,202.2,M,,,410829,,,,,9368,,,2016-10-13T15:13:41.622088
T000253,Karen Thurman,Democrat,rep,FL,5,,,6,53.34,1993-01-05 00:00:00,2003-01-03 00:00:00,Karen,,Thurman,1951-01-12,65.8,F,,01157,400509,,,,,29330,,,2016-10-13T15:13:41.622088
T000254,J. Strom Thurmond,Republican,sen,SC,,2,,14,173.82,1955-01-05 00:00:00,2003-01-03 00:00:00,J.,Strom,Thurmond,1902-12-05,113.9,M,,01448,300157,,S096,,,9369,,,2016-10-13T15:13:41.622088
T000255,Benjamin Babock Thurston,American,rep,RI,2,,,4,324.44,1847-12-06 00:00:00,1857-03-03 00:00:00,Benjamin,Babock,Thurston,1804-06-29,212.4,M,,,410830,,,,,9370,,,2016-10-13T15:13:41.622088
T000256,John Mellen Thurston,Republican,sen,NE,,2,,0,,1895-12-02 00:00:00,1901-03-03 00:00:00,John,Mellen,Thurston,1847-08-21,169.3,M,,,410831,,,,,9371,,,2016-10-13T15:13:41.622088
T000257,Lloyd Thurston,Republican,rep,IA,5,,,10,406.55,1925-12-07 00:00:00,1939-01-03 00:00:00,Lloyd,,Thurston,1880-03-27,136.6,M,,,410832,,,,,9372,,,2016-10-13T15:13:41.622088
T000258,Samuel Royal Thurston,Democrat,rep,OR,-1,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,Samuel,Royal,Thurston,1816-04-15,200.6,M,,,410833,,,,,,,,2016-10-13T15:13:41.622088
T000259,Edward John Thye,Republican,sen,MN,,1,,0,,1947-01-03 00:00:00,1959-01-03 00:00:00,Edward,John,Thye,1896-04-26,120.5,M,,,410834,,,,,9374,,,2016-10-13T15:13:41.622088
T000260,Todd Tiahrt,Republican,rep,KS,4,,,12,58.61,1995-01-04 00:00:00,2011-01-03 00:00:00,Todd,,Tiahrt,1951-06-15,65.4,M,Assembly of God,01158,400405,N00008144,,21953,,29524,H4KS04087,H4KS04087,2016-10-13T15:13:41.622088
T000261,John Wooleston Tibbatts,Democrat,rep,KY,10,,,0,,1843-12-04 00:00:00,1847-03-03 00:00:00,John,Wooleston,Tibbatts,1802-06-12,214.5,M,,,410835,,,,,9375,,,2016-10-13T15:13:41.622088
T000262,George Tibbits,Federalist,rep,NY,10,,,0,,1803-10-17 00:00:00,1805-03-03 00:00:00,George,,Tibbits,1763-01-14,253.9,M,,,410836,,,,,9376,,,2016-10-13T15:13:41.622088
T000263,Harve Tibbott,Republican,rep,PA,26,,,6,215.47,1939-01-03 00:00:00,1949-01-03 00:00:00,Harve,,Tibbott,1885-05-27,131.5,M,,,410837,,,,,9377,,,2016-10-13T15:13:41.622088
T000264,Isaac Tichenor,Federalist,sen,VT,,1,,0,,1796-01-01 00:00:00,1821-03-03 00:00:00,Isaac,,Tichenor,1754-02-08,262.9,M,,,410838,,,,,9378,,,2016-10-13T15:13:41.622088
T000265,Robert Owens Tiernan,Democrat,rep,RI,2,,,4,91.59,1967-01-10 00:00:00,1975-01-03 00:00:00,Robert,Owens,Tiernan,1929-02-24,87.7,M,,01159,410839,,,,,11061,,,2016-10-13T15:13:41.622088
T000266,John F. Tierney,Democrat,rep,MA,6,,,14,40.41,1997-01-07 00:00:00,2015-01-03 00:00:00,John,F.,Tierney,1951-09-18,65.1,M,,01535,400407,N00000226,,553,37546,29730,H4MA06033,H4MA06033,2016-10-13T15:13:41.622088
T000267,William Laurence Tierney,Democrat,rep,CT,4,,,0,,1931-12-07 00:00:00,1933-03-03 00:00:00,William,Laurence,Tierney,1876-08-06,140.3,M,,,410840,,,,,9379,,,2016-10-13T15:13:41.622088
T000268,Edward Tiffin,Republican,sen,OH,,3,,0,,1807-10-26 00:00:00,1809-12-31 00:00:00,Edward,,Tiffin,1766-06-19,250.5,M,,,410841,,,,,9380,,,2016-10-13T15:13:41.622088
T000269,Nelson Tift,Democrat,rep,GA,-1,,,0,,1867-03-04 00:00:00,1871-03-03 00:00:00,Nelson,,Tift,1810-07-23,206.4,M,,,410842,,,,,9381,,,2016-10-13T15:13:41.622088
T000270,Daniel Rose Tilden,Whig,rep,OH,19,,,0,,1843-12-04 00:00:00,1847-03-03 00:00:00,Daniel,Rose,Tilden,1804-11-05,212.1,M,,,410843,,,,,9382,,,2016-10-13T15:13:41.622088
T000272,Joseph Leonard Tillinghast,Whig,rep,RI,-1,,,2,176.98,1837-09-04 00:00:00,1843-03-03 00:00:00,Joseph,Leonard,Tillinghast,,,M,,,410845,,,,,9384,,,2016-10-13T15:13:41.622088
T000273,Thomas Tillinghast,Republican,rep,RI,-1,,,0,,1797-05-15 00:00:00,1803-03-03 00:00:00,Thomas,,Tillinghast,1742-08-21,274.3,M,,,410846,,,,,9385,,,2016-10-13T15:13:41.622088
T000274,Benjamin Ryan Tillman,Democrat,sen,SC,,2,,4,217.68,1895-12-02 00:00:00,1919-03-03 00:00:00,Benjamin,Ryan,Tillman,1847-08-11,169.3,M,,,410847,,,,,9386,,,2016-10-13T15:13:41.622088
T000275,George Dionysius Tillman,Democrat,rep,SC,2,,,10,631.6,1879-03-18 00:00:00,1893-03-03 00:00:00,George,Dionysius,Tillman,1826-08-21,190.3,M,,,410848,,,,,9387,,,2016-10-13T15:13:41.622088
T000276,John Newton Tillman,Democrat,rep,AR,3,,,10,452.68,1915-12-06 00:00:00,1929-03-03 00:00:00,John,Newton,Tillman,1859-12-13,156.9,M,,,410849,,,,,9388,,,2016-10-13T15:13:41.622088
T000277,Lewis Tillman,Republican,rep,TN,4,,,0,,1869-03-04 00:00:00,1871-03-03 00:00:00,Lewis,,Tillman,1816-08-18,200.3,M,,,410850,,,,,9389,,,2016-10-13T15:13:41.622088
T000279,John Quillin Tilson,Republican,rep,CT,3,,,18,778.64,1909-03-15 00:00:00,1933-03-03 00:00:00,John,Quillin,Tilson,1866-04-05,150.6,M,,,410852,,,,,9391,,,2016-10-13T15:13:41.622088
T000281,Charles Bateman Timberlake,Republican,rep,CO,2,,,14,604.94,1915-12-06 00:00:00,1933-03-03 00:00:00,Charles,Bateman,Timberlake,1854-09-25,162.2,M,,,410854,,,,,9393,,,2016-10-13T15:13:41.622088
T000282,Jasper Napoleon Tincher,Republican,rep,KS,7,,,4,185.51,1919-05-19 00:00:00,1927-03-04 00:00:00,Jasper,Napoleon,Tincher,1878-11-02,138.0,M,,,410855,,,,,9394,,,2016-10-13T15:13:41.622088
T000283,George Holden Tinkham,Republican,rep,MA,10,,,24,929.44,1915-12-06 00:00:00,1943-01-03 00:00:00,George,Holden,Tinkham,1870-10-29,146.1,M,,,410856,,,,,9395,,,2016-10-13T15:13:41.622088
T000284,John Tipton,Democrat,sen,IN,,1,,0,,1832-01-01 00:00:00,1839-03-03 00:00:00,John,,Tipton,1786-08-14,230.3,M,,,410857,,,,,9396,,,2016-10-13T15:13:41.622088
T000285,Thomas Foster Tipton,Republican,rep,IL,13,,,0,,1877-10-15 00:00:00,1879-03-03 00:00:00,Thomas,Foster,Tipton,1833-08-29,183.2,M,,,410858,,,,,9397,,,2016-10-13T15:13:41.622088
T000286,Thomas Weston Tipton,Liberal Republican,sen,NE,,1,,0,,1867-03-04 00:00:00,1875-03-03 00:00:00,Thomas,Weston,Tipton,1817-08-05,199.3,M,,,410859,,,,,9398,,,2016-10-13T15:13:41.622088
T000287,Charles Quincy Tirrell,Republican,rep,MA,4,,,6,326.77,1901-12-02 00:00:00,1911-03-03 00:00:00,Charles,Quincy,Tirrell,1844-12-10,172.0,M,,,410860,,,,,9399,,,2016-10-13T15:13:41.622088
T000288,Obadiah Titus,Democrat,rep,NY,5,,,0,,1837-09-04 00:00:00,1839-03-03 00:00:00,Obadiah,,Titus,1789-01-20,227.9,M,,,410861,,,,,9400,,,2016-10-13T15:13:41.622088
T000289,Charles William Tobey,Republican,sen,NH,,3,,8,275.11,1933-03-09 00:00:00,1953-12-31 00:00:00,Charles,William,Tobey,1880-07-22,136.3,M,,,410862,,,,,9401,,,2016-10-13T15:13:41.622088
T000290,John Tod,Republican,rep,PA,13,,,0,,1821-12-03 00:00:00,1825-03-03 00:00:00,John,,Tod,,,M,,,410863,,,,,9402,,,2016-10-13T15:13:41.622088
T000291,Albert May Todd,Democrat,rep,MI,3,,,0,,1897-03-15 00:00:00,1899-03-03 00:00:00,Albert,May,Todd,1850-06-03,166.5,M,,,410864,,,,,9403,,,2016-10-13T15:13:41.622088
T000292,John Blair Smith Todd,Democrat,rep,DK,-1,,,0,,1861-07-04 00:00:00,1865-03-03 00:00:00,John,Blair Smith,Todd,1814-04-04,202.7,M,,,410865,,,,,,,,2016-10-13T15:13:41.622088
T000293,Lemuel Todd,Republican,rep,PA,-1,,,0,,1855-12-03 00:00:00,1875-03-03 00:00:00,Lemuel,,Todd,1817-07-29,199.3,M,,,410866,,,,,9405,,,2016-10-13T15:13:41.622088
T000294,Paul Harold Todd,Democrat,rep,MI,3,,,0,,1965-01-04 00:00:00,1967-01-03 00:00:00,Paul,Harold,Todd,1921-09-22,95.1,M,,,410867,,,,,10776,,,2016-10-13T15:13:41.622088
T000295,John Harvey Tolan,Democrat,rep,CA,7,,,8,295.3,1935-01-03 00:00:00,1947-01-03 00:00:00,John,Harvey,Tolan,1877-01-15,139.8,M,,,410868,,,,,9406,,,2016-10-13T15:13:41.622088
T000296,George Washington Toland,Whig,rep,PA,2,,,2,176.98,1837-09-04 00:00:00,1843-03-03 00:00:00,George,Washington,Toland,1796-02-08,220.8,M,,,410869,,,,,9407,,,2016-10-13T15:13:41.622088
T000297,Herman Toll,Democrat,rep,PA,4,,,4,107.61,1959-01-07 00:00:00,1967-01-03 00:00:00,Herman,,Toll,1907-03-15,109.7,M,,,410870,,,,,9408,,,2016-10-13T15:13:41.622088
T000298,Thor Carl Tollefson,Republican,rep,WA,6,,,14,390.58,1947-01-03 00:00:00,1965-01-03 00:00:00,Thor,Carl,Tollefson,1901-05-02,115.5,M,,,410871,,,,,9409,,,2016-10-13T15:13:41.622088
T000299,Harold Sumner Tolley,Republican,rep,NY,34,,,0,,1925-12-07 00:00:00,1927-03-04 00:00:00,Harold,Sumner,Tolley,1894-01-16,122.8,M,,,410872,,,,,9410,,,2016-10-13T15:13:41.622088
T000300,Gideon Tomlinson,Anti-Jacksonian,sen,CT,,3,,6,558.68,1819-12-06 00:00:00,1837-03-03 00:00:00,Gideon,,Tomlinson,1780-12-31,235.9,M,,,410873,,,,,9411,,,2016-10-13T15:13:41.622088
T000301,Thomas Ash Tomlinson,Whig,rep,NY,13,,,0,,1841-05-31 00:00:00,1843-03-03 00:00:00,Thomas,Ash,Tomlinson,,,M,,,410874,,,,,9412,,,2016-10-13T15:13:41.622088
T000302,Arthur Sidney Tompkins,Republican,rep,NY,17,,,0,,1899-12-04 00:00:00,1903-03-03 00:00:00,Arthur,Sidney,Tompkins,1865-08-26,151.2,M,,,410875,,,,,9413,,,2016-10-13T15:13:41.622088
T000303,Caleb Tompkins,Republican,rep,NY,3,,,0,,1817-12-01 00:00:00,1821-03-03 00:00:00,Caleb,,Tompkins,1759-12-22,257.0,M,,,410876,,,,,9414,,,2016-10-13T15:13:41.622088
T000304,Christopher Tompkins,Anti Jacksonian,rep,KY,3,,,0,,1831-12-05 00:00:00,1835-03-03 00:00:00,Christopher,,Tompkins,1780-03-24,236.7,M,,,410877,,,,,9415,,,2016-10-13T15:13:41.622088
T000305,Cydnor Bailey Tompkins,Republican,rep,OH,16,,,0,,1857-12-07 00:00:00,1861-03-03 00:00:00,Cydnor,Bailey,Tompkins,1810-11-08,206.1,M,,,410878,,,,,9416,,,2016-10-13T15:13:41.622088
T000307,Emmett Tompkins,Republican,rep,OH,12,,,0,,1901-12-02 00:00:00,1903-03-03 00:00:00,Emmett,,Tompkins,1853-09-01,163.2,M,,,410880,,,,,9418,,,2016-10-13T15:13:41.622088
T000308,Patrick Watson Tompkins,Whig,rep,MS,3,,,0,,1847-12-06 00:00:00,1849-03-03 00:00:00,Patrick,Watson,Tompkins,,,M,,,410881,,,,,9419,,,2016-10-13T15:13:41.622088
T000309,Thomas H. Tongue,Republican,rep,OR,-1,,,4,229.22,1897-03-15 00:00:00,1905-03-03 00:00:00,Thomas,H.,Tongue,1844-06-23,172.4,M,,,410882,,,,,9420,,,2016-10-13T15:13:41.622088
T000310,Richard Alvin Tonry,Democrat,rep,LA,1,,,0,,1977-01-04 00:00:00,1979-01-03 00:00:00,Richard,Alvin,Tonry,1935-06-25,81.4,M,,01160,410883,,,,,14455,,,2016-10-13T15:13:41.622088
T000311,Richard Joseph Tonry,Democrat,rep,NY,8,,,0,,1935-01-03 00:00:00,1937-01-03 00:00:00,Richard,Joseph,Tonry,1893-09-30,123.1,M,,,410884,,,,,9421,,,2016-10-13T15:13:41.622088
T000312,Joseph Kemp Toole,Democrat,rep,MT,-1,,,0,,1885-12-07 00:00:00,1889-03-03 00:00:00,Joseph,Kemp,Toole,1851-05-12,165.5,M,,,410885,,,,,,,,2016-10-13T15:13:41.622088
T000313,Robert Augustus Toombs,Democrat,sen,GA,,2,,8,632.84,1845-12-01 00:00:00,1861-12-31 00:00:00,Robert,Augustus,Toombs,1810-07-02,206.4,M,,,410886,,,,,9423,,,2016-10-13T15:13:41.622088
T000314,Peter Gerard Torkildsen,Republican,rep,MA,6,,,0,,1993-01-05 00:00:00,1997-01-03 00:00:00,Peter,Gerard,Torkildsen,1958-01-28,58.7,M,,01161,410887,,,,,29359,,,2016-10-13T15:13:41.622088
T000315,James H. Torrens,Democrat,rep,NY,21,,,0,,1943-01-06 00:00:00,1947-01-03 00:00:00,James,H.,Torrens,1874-09-12,142.2,M,,,410888,,,,,9424,,,2016-10-13T15:13:41.622088
T000316,Esteban Edward Torres,Democrat,rep,CA,34,,,12,130.66,1983-01-03 00:00:00,1999-01-03 00:00:00,Esteban,Edward,Torres,1930-01-27,86.8,M,,01162,410889,,,,,15070,,,2016-10-13T15:13:41.622088
T000317,Robert Torricelli,Democrat,sen,NJ,,2,,12,130.66,1983-01-03 00:00:00,2003-01-03 00:00:00,Robert,,Torricelli,1951-08-27,65.2,M,,01163,300156,,S263,,,15071,,,2016-10-13T15:13:41.622088
