Date,Lobbyist,Lobbyist_Firm,Official,Official_Department,Lobbyist_Client,MunicipalDecision,DesiredOutcome,FileNumber,LobbyingSubjectArea
04/26/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Foster, Nicholas","Planning, Department Of","Citizenm Asset Management Usa, Llc",72 Ellis,Approval,2016-004928,Planning and Building Permits
04/06/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Sider, Dan","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/18/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Sucre, Richard","Planning, Department Of",Panoramic Interests,Homeless Housing,Approval,,Planning and Building Permits
04/15/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/21/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/07/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Watty, Elizabeth","Planning, Department Of",Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/25/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of",Grosvenor Americas,875 California,Approval,2014-000609,Planning and Building Permits
04/27/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Johnson, Christine D.",Planning Commission,Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/28/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Low, Allan",Recreation And Parks Department,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/05/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,2015-009141,Planning and Building Permits
04/27/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Antonini, Michael",Planning Commission,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/27/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Antonini, Michael",Planning Commission,Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Stacey, Kate",City Attorney Office Of The,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Poling, Jeanie","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,2015-009141,Planning and Building Permits
04/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,2015-009141,Planning and Building Permits
04/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Hillis, Rich",Planning Commission,Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/15/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Teauge, Corey","Planning, Department Of",California College Of The Arts,188 Hooper,Approval,Student Housing,Planning and Building Permits
04/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,2015-009141,Planning and Building Permits
04/05/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Foster, Nicholas","Planning, Department Of",Enda Keane\denis Mcmahon,1335 Larkin,Approval,2013.0491,Planning and Building Permits
04/15/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,2015-009141,Planning and Building Permits
04/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Wu, Cindy",Planning Commission,Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Townes, Chris","Planning, Department Of",Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/11/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Rahaim, John","Planning, Department Of",Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/27/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Richards, Dennis",Planning Commission,Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/25/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Low, Allan",Recreation And Parks Department,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Wertheim, Steve","Planning, Department Of",California College Of The Arts,188 Hooper,Approval,Student Housing,Planning and Building Permits
04/26/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Buckley, Jeff",Mayor Office Of The,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/01/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Buckley, Jeff",Mayor Office Of The,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Lee, Olson",Mayor's Office On Housing,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/07/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Poling, Jeanie","Planning, Department Of",Simon Michael,2778 Green Street Land Use Counsel,Approval,,Planning and Building Permits
04/08/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Teauge, Corey","Planning, Department Of",California College Of The Arts,188 Hooper,Approval,Student Housing,Planning and Building Permits
04/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Rahaim, John","Planning, Department Of",California College Of The Arts,188 Hooper,Approval,Student Housing,Planning and Building Permits
04/05/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Watty, Elizabeth","Planning, Department Of",Sixteenth  Street Center Llc,1301 16th Street,Approval,,Planning and Building Permits
04/12/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/28/2016,"Loper, Mark","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,approval,2006.1523,Planning and Building Permits
04/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Bradley, Stacy Radine",Recreation And Parks Department,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Foster, Nicholas","Planning, Department Of",Enda Keane\denis Mcmahon,1335 Larkin,Approval,2013.0491,Planning and Building Permits
04/04/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Malamut, John",General Services Agency,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Low, Allan",Recreation And Parks Department,"Oceanwide Center, Llc",Oceanwide Center - Entitlements And General Land Use,Approval,50 First Street,Planning and Building Permits
04/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Townes, Chris","Planning, Department Of",Impact Hub,1885-1899 Mission Street,Approval,2015-015492,Planning and Building Permits
04/13/2016,"Lapointe, Denise",Lapointe And Associates,"Peskin, Aaron",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/29/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
04/29/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,Lombard Deep Thought Llc,Discretionary Review,Support,,Planning and Building Permits
04/04/2016,"Wright, Christopher",Committee On Jobs,"Wiener, Scott",Board Of Supervisors,Committee On Jobs,Paid Parental Leave,To make the legislaiton a workable solution for both the employer and employee,,Economic Development
04/12/2016,"Gruwell, Chris",Platinum Advisors,"Campos, David",Board Of Supervisors,Lennar Residential,1515 S Van Ness,SUPPORT,,Planning and Building Permits
04/06/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/17/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Tugbenyoh, Mawuli",Board Of Supervisors,Red & White Fleet,Hydrogen Ferry Proposal,SUPPORT,,Transportation
04/06/2016,"Gregg, Andrew",Self,"Sider, Dan","Planning, Department Of",Claire A. Spencer,Large Project Authorization,Approval,,Planning and Building Permits
04/20/2016,"Gruwell, Chris",Platinum Advisors,"Peskin, Aaron",Board Of Supervisors,Expedia,Short Term Rentals,MONITOR,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Johnson, Christine",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/26/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Small, Maia","Economic And Workforce Development, Office Of",Strada Investment Group,1601 - 1637 Market Street,MONITOR,,Planning and Building Permits
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/14/2016,"Gregg, Andrew",Self,"Townes, Chris","Planning, Department Of",Claire A. Spencer,Large Project Authorization,Approval,,Planning and Building Permits
04/20/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Ginsburg, Phil",Recreation And Parks Department,"Oceanwide Holdings, Ltd",50 First Street,SUPPORT,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Moore, Katherine",Planning Commission,Grocery Outlet,1390 Silver Avenue,SUPPORT,,Planning and Building Permits
04/06/2016,"Gruwell, Chris",Platinum Advisors,"Fried, Amanda",Treasurer/tax Collector Office Of The,7x7 Development,388 Fulton Street,MONITOR,,Planning and Building Permits
04/22/2016,"Kelly, Susanne",Hanson Bridgett Llp,"Sanchez, Via Asst. Zoning Admin. Corey Teague, Scott","Planning, Department Of",Lion Enterprises Llc,Building Permit Approval,Monitor status of permit approval.,2015-011529OFA,Planning and Building Permits
04/14/2016,"New, Janan",San Francisco Apt Assoc,"Hepner, Lee",Board Of Supervisors,Sfaa,Additional Unit/inlaw,understanding,,Housing/Property Tax
04/25/2016,"Prozan, Rebecca","Google, Inc.","Randolph, Alex",Community College Board,"Prozan, Rebecca",City College Discussion,Potential Donation to City College,,Technology
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/23/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/27/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Elliot, Nicole",Mayor Office Of The,San Francisco Chamber Of Commerce,Traffic Fiscal Feasibility For Events,OPPOSE,,Transportation
04/21/2016,"New, Janan",San Francisco Apt Assoc,"Hayward, Sophie",Mayor's Office On Housing,Sfaa,General Housing Issues,none,,Housing/Property Tax
04/13/2016,"Prozan, Rebecca","Google, Inc.","Winnicker, Tony",Mayor Office Of The,"Prozan, Rebecca",Partnerships With City And County Of San Francisco,Information on potential opportunities for partnerships with the City and County of San Francisco,,Technology
04/12/2016,"Lapointe, Denise",Lapointe And Associates,"Angulo, Sunny",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Peskin, Aaron",Board Of Supervisors,Tishman Speyer,Block One Plan Amendment,SUPPORT,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Hillis, Rich",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/27/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Buckley, Jeff",Mayor's Office On Housing,"Oceanwide Holdings, Ltd",1601 - 1637 Market Street,MONITOR,,Planning and Building Permits
04/22/2016,"Prozan, Rebecca","Google, Inc.","Buckley, Jeff",Mayor's Office On Housing,"Prozan, Rebecca",Housing Discussion,Information on City Programs,,Technology
04/28/2016,"Workman, Dee Dee",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,Homeless Navigation Centers,MONITOR,,Social Services
04/27/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Maguire, Tom",Municipal Transportation Agency,San Francisco Chamber Of Commerce,Traffic Congestion Legislation,MONITOR,,Transportation
04/06/2016,"Prozan, Rebecca","Google, Inc.","Lee, Olson",Mayor's Office On Housing,"Prozan, Rebecca",Discussion Of Fiber And Housing,Discussions on information distribution and receipt,,Technology
04/22/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/08/2016,"Wright, Christopher",Committee On Jobs,"Lee, Ivy",Board Of Supervisors,Committee On Jobs,Building Transfer Tax Increase,To stop another hidden tax increase on small businesses and non-profits from being placed on the ballot,not available,Economic Development
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Wiener, Scott",Board Of Supervisors,Tishman Speyer,Block One Plan Amendment,SUPPORT,,Planning and Building Permits
04/12/2016,"Lapointe, Denise",Lapointe And Associates,"Peskin, Aaron",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/19/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.","Supervisors, Board Of",Board Of Supervisors,"Tishman Speyer Properties, L.p.",Property Development Issues Related To 160 Folsom Development,Resolve Issues Related to Proposed Property Development at 160 Folsom,,Planning and Building Permits
04/20/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Kim, Jane",Board Of Supervisors,"Oceanwide Holdings, Ltd",Street Vacation Ordinance,SUPPORT,,Planning and Building Permits
04/26/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Dennis-Phillips, Sarah","Economic And Workforce Development, Office Of",Strada Investment Group,1601 - 1637 Market Street,MONITOR,,Planning and Building Permits
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Hillis, Rich",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/27/2016,"Gruwell, Chris",Platinum Advisors,"Kim, Jane",Board Of Supervisors,Shorenstein,1066 Market Street,SUPPORT,,Planning and Building Permits
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Peskin, Aaron",Board Of Supervisors,Boston Properties Limited Partnership,The Humidor,SUPPORT,,Planning and Building Permits
04/21/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/20/2016,"Gruwell, Chris",Platinum Advisors,"Veneracion, April",Board Of Supervisors,Shorenstein,1066 Market Street,SUPPORT,,Planning and Building Permits
04/28/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,Styrofoam Ban Legislation,MONITOR,,Environment
04/19/2016,"Kelly, Susanne",Hanson Bridgett Llp,"Sanchez, Via Asst. Zoning Admin. Corey Teague, Scott","Planning, Department Of",Lion Enterprises Llc,Building Permit Approval,Monitor status of permit approval.,2015-011529OFA,Planning and Building Permits
04/13/2016,"Prozan, Rebecca","Google, Inc.","Elliott, Jason",Mayor Office Of The,"Prozan, Rebecca",Partnerships With City And County Of San Francisco,Information on potential opportunities for partnerships with the City and County of San Francisco,,Technology
04/07/2016,"Bozeman, John",Building Owners And Managers Association Of San Francisco,"Campos, David",Board Of Supervisors,Boma San Francisco,Administrative Codes - All-Gender Toilet Facilities,Monitor,160024,Accessibility
04/06/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/27/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Fong, Rodney",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Wu, Cindy",Planning Commission,Grocery Outlet,1390 Silver Avenue,SUPPORT,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Johnson, Christine",Planning Commission,Grocery Outlet,1390 Silver Avenue,SUPPORT,,Planning and Building Permits
04/27/2016,"Flood, Karin",Union Square Bid,"Farrell, Mark",Board Of Supervisors,Usbid,Bad Street Behavior,Safer streets and neighborhoods.,,Public Safety
04/26/2016,"Johnston, Karin",Hms Associates,"Ginsburg, Phil",Recreation And Parks Department,San Francisco Conservatory Of Music,Conservatory Project,Informational briefing on the San Francisco Conservatory Project.,,Recreation and Parks
04/22/2016,"Prozan, Rebecca","Google, Inc.","Dischinger, Kearstin","Planning, Department Of","Prozan, Rebecca",Housing Discussion,Information on City Programs,,Technology
04/21/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Fong, Rodney",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/28/2016,"New, Janan",San Francisco Apt Assoc,"Montejano, Jess",Board Of Supervisors,American Beverage Association,Vending Machine Legislation,information,,Health
04/06/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Johnston, Conor",Board Of Supervisors,San Francisco Chamber Of Commerce,Styrofoam Ban Legislation,MONITOR,,Environment
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/06/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Lee, Olsen",Mayor's Office On Housing,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/08/2016,"Lapointe, Denise",Lapointe And Associates,"Peskin, Aaron",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/18/2016,"Gregg, Andrew",Self,"Lewis, Don","Planning, Department Of",Claire A. Spencer,Large Project Authorization,Approval,,Planning and Building Permits
04/04/2016,"Gregg, Andrew",Self,"Townes, Chris","Planning, Department Of",Claire A. Spencer,Large Project Authorization,Approval,,Planning and Building Permits
04/25/2016,"Gruwell, Chris",Platinum Advisors,"Campos, David",Board Of Supervisors,Expedia,Short Term Rentals,MONITOR,,Planning and Building Permits
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Moore, Katherine",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/22/2016,"New, Janan",San Francisco Apt Assoc,"Goossen, Carolyn",Board Of Supervisors,Sfaa,Fire Safety,none,,Accessibility
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Rich, Ken","Economic And Workforce Development, Office Of",Nick Podell Company,2070 Bryant Street,SUPPORT,,Planning and Building Permits
04/21/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/20/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Rahaim, John","Planning, Department Of",San Francisco Chamber Of Commerce,"Production, Distribution, And Repair Zoning",MONITOR,,Public Works
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Wiener, Scott",Board Of Supervisors,Boston Properties Limited Partnership,The Humidor,SUPPORT,,Planning and Building Permits
04/16/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/29/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/07/2016,"Bozeman, John",Building Owners And Managers Association Of San Francisco,"Campos, David",Board Of Supervisors,Boma San Francisco,Legacy Business Registry,Monitor,141038,Government Administration
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Cohen, Malia",Board Of Supervisors,Boston Properties Limited Partnership,The Humidor,SUPPORT,,Planning and Building Permits
04/23/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Wiener, Scott",Board Of Supervisors,"Rhmt, Llc",Discretionary Review,Support,,Planning and Building Permits
04/11/2016,"Lapointe, Denise",Lapointe And Associates,"Peskin, Aaron",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Havens, Robin","Economic And Workforce Development, Office Of","Oceanwide Holdings, Ltd",Street Vacation Ordinance,SUPPORT,,Planning and Building Permits
04/11/2016,"Gruwell, Chris",Platinum Advisors,"Cohen, Malia",Board Of Supervisors,Tishman Speyer,Block One Plan Amendment,SUPPORT,,Planning and Building Permits
04/05/2016,"Gregg, Andrew",Self,"Buell, Mark",Recreation And Parks Department,"2445 16th Street, Llc",Large Project Authorization,Approval,,Planning and Building Permits
04/14/2016,"New, Janan",San Francisco Apt Assoc,"Jones, Micki",Fire Department,Sfaa,Fire Safety,none,,Accessibility
04/06/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Maguire, Tom",Municipal Transportation Agency,San Francisco Chamber Of Commerce,Traffic Congestion Legislation,MONITOR,,Transportation
04/14/2016,"Wallace, Jay","Tzk Broadway, Llc","Sider, Daniel","Planning, Department Of","Tzk Broadway, Llc",Theater/hotel Project,SUPPORT,,Planning and Building Permits
04/19/2016,"Gruwell, Chris",Platinum Advisors,"Kim, Jane",Board Of Supervisors,Tishman Speyer,Block One Plan Amendment,SUPPORT,,Planning and Building Permits
04/26/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Langlois, Lily","Economic And Workforce Development, Office Of",Strada Investment Group,1601 - 1637 Market Street,MONITOR,,Planning and Building Permits
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Fong, Rodney",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/26/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.","Supervisors, Board Of",Board Of Supervisors,"Tishman Speyer Properties, L.p.",Property Development Issues Related To 160 Folsom Development,Resolve Issues Related to Proposed Property Development at 160 Folsom,,Planning and Building Permits
04/18/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Kawa, Steve",Mayor Office Of The,San Francisco Chamber Of Commerce,Establishing Department Of Homelessness,SUPPORT,,Social Services
04/28/2016,"Workman, Dee Dee",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,City's Fiber Optic System,MONITOR,,Technology
04/26/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Sucre, Richard","Planning, Department Of",Strada Investment Group,1601 - 1637 Market Street,MONITOR,,Planning and Building Permits
04/04/2016,"Johnston, Karin",Hms Associates,"Hillis, Rich",Planning Commission,"Alexandria Real Estate Equities, Inc.",Uber Headquarters (Pc),Tour of and briefing on Uber Headquarters project.,,Planning and Building Permits
04/12/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Farrell, Mark",Board Of Supervisors,At&t California,Fiber Optic Network,OPPOSITION,,Technology
04/12/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Richards, Dennis",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/28/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
