Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
05/16/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,"Mint Development, Llc"
05/09/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$96.00,"Oceanwide Center, Llc"
05/03/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$700.00,Morgan Stanley
05/31/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$70.00,Zymergen
05/12/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
05/17/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Mem Bernstein And Arthur Fried
05/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
05/31/2016,"Vettel, Steve",Farella Braun And Martel,$800.00,Walden Development Llc
05/31/2016,"Vettel, Steve",Farella Braun And Martel,$800.00,Walden Development Llc
05/31/2016,"Vettel, Steve",Farella Braun And Martel,$800.00,Walden Development Llc
05/09/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Tim Muller
05/02/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$113.00,"Oceanwide Center, Llc"
05/12/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,"Rsaa, Llc"
05/17/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$420.00,"Hyperbaulic Medical Services, Llc"
05/17/2016,"Berg, Jessica",Bergdavis Public Affairs,$245.00,Genesis Real Estate Group
05/03/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
05/11/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$1100.00,Panoramic Interests
05/03/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$675.00,"Oceanwide Center, Llc"
05/17/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$81.00,Equity Residential
05/04/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$128.00,Acadia Realty Trust
05/18/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Golden State Parking
05/04/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$315.00,Yangtze River Realty
05/19/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$85.00,The S. Hekemian Group
05/31/2016,"Flood, Karin",Union Square Bid,$174.52,Usbid
05/27/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$85.00,Tidewater Capital
05/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Enda Keane\denis Mcmahon
05/24/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,"Rsaa, Llc"
05/25/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$1573.00,Acadia Realty Trust
05/04/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,"Dolby Laboratories, Inc."
05/04/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$85.00,The S. Hekemian Group
05/10/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$315.00,John P. Sullivan
05/05/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$70.00,"Rsaa, Llc"
05/02/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Double Aa Corporation
05/31/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Thompson Dorfman
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Au Energy
05/31/2016,"Gladstone, Brett",Hanson Bridgett Llp,$16162.00,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust"
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$20000.00,"Oceanwide Holdings, Ltd"
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Rt Partners Llc
05/31/2016,"Gladstone, Brett",Hanson Bridgett Llp,$4402.50,"The Felix Group, Llc"
05/17/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$300.00,"The Mosser Companies, Inc."
05/04/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Ciernan Harty
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Zipcar
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,James Hardie Building Products
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Expedia
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,The Hamlin School
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,40 Bernal Heights Boulevard
05/01/2016,"Lapointe, Denise",Lapointe And Associates,$5000.00,Forest City Enterprises
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Integral Development Llc
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Facebook
05/05/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Mill Creek Residential Trust
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"The Swig Company, Llc"
05/03/2016,"Johnston, Karin",Hms Associates,$10000.00,Jc Decaux Na
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Ciernan Harty
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,San Francisco Federal Credit Union
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4000.00,Instacart
05/31/2016,"Turner, Brook",Coalition For Better Housing,$7500.00,Coalition For Better Housing
05/01/2016,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
05/03/2016,"Johnston, Karin",Hms Associates,$7500.00,"Alexandria Real Estate Equities, Inc."
05/31/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,Airbnb
05/31/2016,"Turner, Brook",Coalition For Better Housing,$1500.00,Mosser Capital Corp
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
05/26/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$500.00,Mill Creek Residential Trust
05/03/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
05/31/2016,"Jung, Mary",San Francisco Association Of Realtors,$0.00,San Francisco Association Of Realtors
05/31/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,Hbk Engineering
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Paradigm Hotels Group
05/31/2016,"Cheng, Jay",San Francisco Association Of Realtors,$0.00,San Francisco Association Of Realtors
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Luxe Valet
05/03/2016,"Johnston, Karin",Hms Associates,$15000.00,Millennium Partners
05/18/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Craig Greenwood
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2000.00,Lennar Residential
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Crescent Heights
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Cim Group
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,"New Gadget, Inc."
05/18/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Cim Group
05/31/2016,"Gladstone, Brett",Hanson Bridgett Llp,$2954.00,Mission Street Commercial Condominium Llc
05/01/2016,"Smith, Kimberly",Kls Consulting,$7500.00,Bay West Development
05/31/2016,"Workman, Dee Dee",San Francisco Chamber Of Commerce,$233.00,San Francisco Chamber Of Commerce
05/12/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$150.00,"Wagly, Inc."
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Equity Residential
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Motorola Solutions
05/12/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$150.00,Cim Group
05/31/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Mosser Capital Corporation
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Restoration Hardware, Inc."
05/03/2016,"Johnston, Karin",Hms Associates,$10000.00,Continental Development Corporation
05/06/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$10000.00,Nrg Energy-Formerly Mirant
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Lasalle Hotel Properties
05/03/2016,"Johnston, Karin",Hms Associates,$12500.00,Sf Waterfront Partners
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Zacks & Freedman
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Dominion Voting Systems, Inc."
05/03/2016,"Johnston, Karin",Hms Associates,$12500.00,"General Growth Properties, Inc."
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2800.00,California Pacific Medical Center
05/03/2016,"Johnston, Karin",Hms Associates,$5000.00,Genentech
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,University Of San Francisco
05/19/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$150.00,"Wagly, Inc."
05/31/2016,"Turner, Brook",Coalition For Better Housing,$1500.00,Veritas Real Estate
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,Red & White Fleet
05/31/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,$385.00,San Francisco Chamber Of Commerce
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$16250.00,At&t California
05/27/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Mill Creek Residential Trust
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Victory Automotive Group
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,"Ch2m Hill, Inc."
05/03/2016,"Johnston, Karin",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
05/31/2016,"Gruwell, Chris",Platinum Advisors,$6625.00,Boston Properties Limited Partnership
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,"Ddg Partners, Llc"
05/06/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
05/31/2016,"Gladstone, Brett",Hanson Bridgett Llp,$1551.50,"Rhmt, Llc"
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$15000.00,Veritas Investments Inc
05/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$17500.00,"Salesforce.com, Inc"
05/03/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$200.00,Ciernan Harty
05/20/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$10000.00,Harvest Shop
05/01/2016,"Johnston, Karin",Hms Associates,$15000.00,Forest City
05/01/2016,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2000.00,Black & Veatch
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2000.00,Royal Motors Of San Francisco
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Target Corporation
05/03/2016,"Johnston, Karin",Hms Associates,$12000.00,"Xerox Business Services, Llc And Its Affiliates"
05/10/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$1000.00,Ciernan Harty
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Hospital Council Of Northern & Central California
05/31/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,"Skyroam, Inc."
05/02/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$250.00,Mill Creek Residential Trust
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"Wagly, Inc."
05/31/2016,"Gruwell, Chris",Platinum Advisors,$8500.00,Webcor Builders
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Francisco Parks Conservancy
05/10/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$30000.00,Blue Shield California
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Microsoft Corporation
05/03/2016,"Johnston, Karin",Hms Associates,$7500.00,Dfs Group Limited
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,Hearst Corporation
05/31/2016,"Lollie, Marcus",Credit Suisse Securities (Usa) Llc,$389.14,Credit Suisse Securities (Usa) Llc
05/31/2016,"New, Janan",San Francisco Apt Assoc,$3750.00,Maximus Realty Partners
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,"Presidio Bay Ventures, Llc"
05/31/2016,"Loeven, Lewis",Loeven And Associates Llc,$6000.00,"Extenet Systems, Inc.,"
05/27/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Anthony Chan
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$6500.00,Schools Of Sacred Heart
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$250.00,"Boopie, Llc"
05/10/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Ucsf Medical Mission Bay
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,Nick Podell Co.
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Teamsters Local 853
05/31/2016,"New, Janan",San Francisco Apt Assoc,$2500.00,American Beverage Association
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4000.00,Strada Investment Group
05/31/2016,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
05/31/2016,"Gruwell, Chris",Platinum Advisors,$875.00,"Dufry North America, Llc"
05/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,"Smg, A Pennsylvania General Partnership"
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Jma Ventures, Llc"
05/03/2016,"Johnston, Karin",Hms Associates,$7500.00,Schneider Electric
05/31/2016,"Gruwell, Chris",Platinum Advisors,$1000.00,"Lcl Global - 1028 Market Street, Llc"
05/31/2016,"Wallace, Jay","Tzk Broadway, Llc",$0.00,"Tzk Broadway, Llc"
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Ebay
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
05/06/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,Mcdonald's
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Zynga
05/31/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.",$175.00,"Tishman Speyer Properties, L.p."
05/03/2016,"Johnston, Karin",Hms Associates,$20000.00,Potrero Partners
05/31/2016,"Gruwell, Chris",Platinum Advisors,$10000.00,Shorenstein
05/03/2016,"Johnston, Karin",Hms Associates,$6000.00,San Francisco Conservatory Of Music
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Emerson Process Management
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,7x7 Development
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Tobacco Free Kids Action Fund
05/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,Dkr Partners
05/31/2016,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Teamsters Local 665
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,"Hudson Pacific Properties, Inc."
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Hc&m Commercial Properties
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3500.00,Iron.io
05/18/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Golden Gate Van Ness, Llc"
05/31/2016,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Urban/commerical
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
05/17/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$950.00,"Golden Gate Van Ness, Llc"
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Uber Technologies
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$15000.00,Grocery Outlet
05/31/2016,"Gladstone, Brett",Hanson Bridgett Llp,$2839.00,Lombard Deep Thought Llc
05/27/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Cim Group
05/06/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$200.00,"Golden Gate Van Ness, Llc"
05/31/2016,"Turner, Brook",Coalition For Better Housing,$3500.00,Maximus Realty Partners
05/05/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$2500.00,Equity Office
05/31/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Veritas Real Estate Investment
05/31/2016,"Bozeman, John",Boma San Francisco,$500.00,Boma San Francisco
05/31/2016,"Gruwell, Chris",Platinum Advisors,$8000.00,Tishman Speyer
05/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Lyft
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,United Service Workers West
05/02/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"519 Ellis Street Associates, Llc"
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,The John Buck Company
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2500.00,Collateral Lender
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2500.00,American Airporter Shuttle
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,Meyer Capital Partners
05/31/2016,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
05/31/2016,"Gruwell, Chris",Platinum Advisors,$14500.00,Golden State Warriors
05/03/2016,"Johnston, Karin",Hms Associates,$6000.00,Pier 39
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Whole Foods Market
05/31/2016,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
05/31/2016,"Carroll, Kevin",Hotel Council Of San Francisco,$500.00,San Francisco Hotel Council
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Cypress Security
05/31/2016,"New, Janan",San Francisco Apt Assoc,$75.00,Sfaa
05/31/2016,"Gruwell, Chris",Platinum Advisors,$12000.00,Accenture
05/25/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Mill Creek Residential Trust
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Market Street Place
05/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Carmel Partners
05/31/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Auto Return
05/31/2016,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
05/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,Panoramic Interests
05/31/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Blue Bottle Coffee
05/06/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
05/31/2016,"Gruwell, Chris",Platinum Advisors,$10000.00,Arcadis
05/23/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Brian Kenny
05/31/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,San Francisco Bar Pilots
05/01/2016,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$1500.00,Veritas Real Estate
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$1500.00,Thompson Dorfman
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$3500.00,Maximus Real Estate Partners
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$2500.00,American Beverage Association
05/01/2016,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$1500.00,Moesser Capital Corporation
05/31/2016,"Polacci, Bert",Public Advocacy Partners,$3500.00,Parkmerced Investors Llc
06/15/2016,"Lesser, Philip",Philip Lesser,$1500.00,"Tks Wireless, Inc."
06/01/2016,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
06/01/2016,"Lesser, Philip",Philip Lesser,$1500.00,Gig Telecommumications
06/30/2016,"Gunther, Christopher",Warburg Pincus Llc,$13.95,Warburg Pincus Llc
06/30/2016,"Flood, Karin",Union Square Bid,$610.82,Usbid
06/30/2016,"Owen, David",Airbnb,$707.99,Airbnb
06/30/2016,"Vettel, Steve",Farella Braun And Martel,$160.00,Shorenstein Residential Llc
06/30/2016,"Vettel, Steve",Farella Braun And Martel,$160.00,Shorenstein Residential Llc
06/30/2016,"Vettel, Steve",Farella Braun And Martel,$160.00,Shorenstein Residential Llc
06/30/2016,"Vettel, Steve",Farella Braun And Martel,$800.00,Shorenstein Residential Llc
06/30/2016,"Vettel, Steve",Farella Braun And Martel,$800.00,Nick Podell Company
06/14/2016,"Newman, John",John Newman,$12500.00,New South Parking
06/15/2016,"Colosimo, Louis","Comvest Advisors, Llc",$43.27,"Comvest Advisors, Llc"
06/30/2016,"Isbell, Reese",Clsa,$400.00,Clsa
06/30/2016,"Berg, Jessica",Bergdavis Public Affairs,$82.00,Genesis Real Estate Group
06/16/2016,"Berg, Jessica",Bergdavis Public Affairs,$82.00,Genesis Real Estate Group
06/02/2016,"Berg, Jessica",Bergdavis Public Affairs,$82.00,The Hanover Company
06/29/2016,"Berg, Jessica",Bergdavis Public Affairs,$245.00,Genesis Real Estate Group
06/28/2016,"Berg, Jessica",Bergdavis Public Affairs,$488.00,Genesis Real Estate Group
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,Panoramic Interests
06/30/2016,"Lindert, Noemi","Cisco Systems, Inc.",$1500.00,"Cisco Systems, Inc."
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,"Smg, A Pennsylvania General Partnership"
06/30/2016,"Lollie, Marcus",Credit Suisse Securities (Usa) Llc,$1167.41,Credit Suisse Securities (Usa) Llc
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,"Realtex, Inc"
06/30/2016,"Dau, Edward",Proterra Investment Partners,$120.00,Proterra Investment Partners
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$17500.00,"Salesforce.com, Inc"
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Lyft
06/30/2016,"Prozan, Rebecca","Google, Inc.",$3500.00,"Google, Inc."
06/30/2016,"Tourk, Alex",Ground Floor Public Affairs,$525.00,Chevron
06/07/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$225.00,John P. Sullivan
06/01/2016,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
06/27/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Anthony Chan
06/15/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Cim Group
06/29/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"Golden Gate Van Ness, Llc"
06/15/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$0.00,"Fraternite Notre Dame, Mary Of Nazareth House"
06/27/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$200.00,Gemdale Usa Corporation
06/09/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$80.00,North Point & Baker Partners Lp
06/02/2016,"Johnston, Karin",Hms Associates,$15000.00,Millennium Partners
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$70.00,J2 Properties
06/23/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
06/08/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Enda Keane\denis Mcmahon
06/10/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,Zymergen
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2000.00,Black & Veatch
06/03/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$130.00,Mill Creek Residential Trust
06/29/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$560.00,David Papale
06/02/2016,"Johnston, Karin",Hms Associates,$12000.00,"Xerox Business Services, Llc And Its Affiliates"
06/16/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,John Hancock Real Estate
06/23/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Zymergen
06/16/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$1000.00,"The Mosser Companies, Inc."
06/30/2016,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
06/30/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"Divco Group, Llc"
06/30/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$150.00,Hudson Pacific Properties
06/30/2016,"Gruwell, Chris",Platinum Advisors,$12000.00,Accenture
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$2844.50,Alta Vista School
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
06/30/2016,"Gruwell, Chris",Platinum Advisors,$1000.00,"Lcl Global - 1028 Market Street, Llc"
06/02/2016,"Johnston, Karin",Hms Associates,$7500.00,Schneider Electric
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,University Of San Francisco
06/01/2016,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
06/03/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Tmg Partners
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Auto Return
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2063.00,Boston Properties Limited Partnership
06/20/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Mill Creek Residential Trust
06/01/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$200.00,1848 Green & Laguna Partners Lp
06/30/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$150.00,Panoramic Interests
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Equity Residential
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Zacks & Freedman
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Motorola Solutions
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$42005.00,Lombard Deep Thought Llc
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,The John Buck Company
06/09/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$180.00,John P. Sullivan
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Microsoft Corporation
06/22/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Duffy/edward And Margaret
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Zipcar
06/02/2016,"Johnston, Karin",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
06/02/2016,"Johnston, Karin",Hms Associates,$5000.00,Genentech
06/29/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$350.00,Trinity Properties
06/30/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.",$1400.00,"Tishman Speyer Properties, L.p."
06/30/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,"Oceanwide Center, Llc"
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$15758.00,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust"
06/30/2016,"Vancrum, Melissa",Hanson Bridgett Llp,$77.00,"Chong Kee Jan Co., Inc.; Chong Investments, Inc.; Chong Hing"
06/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$750.00,Gemdale Usa Corporation
