bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
T000148,John Milton Thayer,Republican,sen,NE,,2,,0,149.78,1867-03-04 00:00:00,1871-03-03 00:00:00,John,Milton,Thayer,1820-01-24,M,,,410730,,,,,9276,,,2016-11-08T05:25:34.057249
T000149,John Randolph Thayer,Democrat,rep,MA,3,,,2,114.32,1899-12-04 00:00:00,1905-03-03 00:00:00,John,Randolph,Thayer,1845-03-09,M,,,410731,,,,,9277,,,2016-11-08T05:25:34.057249
T000150,Martin Russell Thayer,Republican,rep,PA,5,,,0,151.03,1863-12-07 00:00:00,1867-03-03 00:00:00,Martin,Russell,Thayer,1819-01-27,M,,,410732,,,,,9278,,,2016-11-08T05:25:34.057249
T000151,Thomas Clarke Theaker,Republican,rep,OH,17,,,0,157.03,1859-12-05 00:00:00,1861-03-03 00:00:00,Thomas,Clarke,Theaker,1812-02-01,M,,,410733,,,,,9279,,,2016-11-08T05:25:34.057249
T000152,Bannon Goforth Thibodeaux,Whig,rep,LA,2,,,0,169.04,1845-12-01 00:00:00,1849-03-03 00:00:00,Bannon,Goforth,Thibodeaux,1812-12-22,M,,,410734,,,,,9280,,,2016-11-08T05:25:34.057249
T000153,Lewis Dominic Thill,Republican,rep,WI,5,,,0,75.9,1939-01-03 00:00:00,1943-01-03 00:00:00,Lewis,Dominic,Thill,1903-10-18,M,,,410735,,,,,9281,,,2016-11-08T05:25:34.057249
T000154,Napoleon Bonaparte Thistlewood,Republican,rep,IL,25,,,2,106.92,1907-12-02 00:00:00,1913-03-03 00:00:00,Napoleon,Bonaparte,Thistlewood,1837-03-30,M,,,410736,,,,,9282,,,2016-11-08T05:25:34.057249
T000155,William Richard Thom,Democrat,rep,OH,16,,,6,77.72,1933-03-09 00:00:00,1947-01-03 00:00:00,William,Richard,Thom,1885-07-07,M,,,410737,,,,,9283,,,2016-11-08T05:25:34.057249
T000156,Albert Thomas,Democrat,rep,TX,8,,,26,77.87,1937-01-05 00:00:00,1967-01-03 00:00:00,Albert,,Thomas,1898-04-12,M,,,410738,,,,,9284,,,2016-11-08T05:25:34.057249
T000157,Benjamin Franklin Thomas,Unionist,rep,MA,3,,,0,155.45,1861-07-04 00:00:00,1863-03-03 00:00:00,Benjamin,Franklin,Thomas,1813-02-12,M,,,410739,,,,,9285,,,2016-11-08T05:25:34.057249
T000158,Charles Randolph Thomas,Republican,rep,NC,2,,,0,143.03,1871-03-04 00:00:00,1875-03-03 00:00:00,Charles,Randolph,Thomas,1827-02-07,M,,,410740,,,,,9286,,,2016-11-08T05:25:34.057249
T000159,Charles Randolph Thomas,Democrat,rep,NC,3,,,8,112.78,1899-12-04 00:00:00,1911-03-03 00:00:00,Charles,Randolph,Thomas,1861-08-21,M,,,410741,,,,,9287,,,2016-11-08T05:25:34.057249
T000160,Charles Spalding Thomas,Democrat,sen,CO,,3,,0,100.99,1913-04-07 00:00:00,1921-03-03 00:00:00,Charles,Spalding,Thomas,1849-12-06,M,,,410742,,,,,9288,,,2016-11-08T05:25:34.057249
T000161,Christopher Yancy Thomas,Republican,rep,VA,5,,,0,143.03,1873-12-01 00:00:00,1875-03-03 00:00:00,Christopher,Yancy,Thomas,1818-03-24,M,,,410743,,,,,9289,,,2016-11-08T05:25:34.057249
T000162,Craig Thomas,Republican,sen,WY,,1,,8,21.85,1989-01-03 00:00:00,2007-06-04 00:00:00,Craig,,Thomas,1933-02-17,M,Methodist,01149,300097,N00006246,S246,,,15633,S4WY00055;H8WY00106,S4WY00055,2016-11-08T05:25:34.057249
T000163,David Thomas,Republican,rep,NY,12,,,4,211.79,1801-12-07 00:00:00,1809-03-03 00:00:00,David,,Thomas,1762-06-11,M,,,410744,,,,,9290,,,2016-11-08T05:25:34.057249
T000164,Elbert Duncan Thomas,Democrat,sen,UT,,3,,2,77.72,1933-03-09 00:00:00,1951-01-03 00:00:00,Elbert,Duncan,Thomas,1883-06-17,M,,,410745,,,,,9291,,,2016-11-08T05:25:34.057249
T000165,Elmer Thomas,Democrat,rep,OK,-1,,,0,90.98,1923-12-03 00:00:00,1927-03-04 00:00:00,Elmer,,Thomas,,M,,,410746,,,,,,,,2016-11-08T05:25:34.057249
T000166,Francis Thomas,Republican,rep,MD,4,,,14,159.16,1831-12-05 00:00:00,1869-03-03 00:00:00,Francis,,Thomas,1799-02-03,M,,,410747,,,,,9292,,,2016-11-08T05:25:34.057249
T000167,George Morgan Thomas,Republican,rep,KY,9,,,0,129.01,1887-12-05 00:00:00,1889-03-03 00:00:00,George,Morgan,Thomas,1828-11-23,M,,,410748,,,,,9293,,,2016-11-08T05:25:34.057249
T000168,Henry Franklin Thomas,Republican,rep,MI,4,,,0,121.02,1893-08-07 00:00:00,1897-03-03 00:00:00,Henry,Franklin,Thomas,1843-12-17,M,,,410749,,,,,9294,,,2016-11-08T05:25:34.057249
T000169,Isaac Thomas,Republican,rep,TN,3,,,0,201.07,1815-12-04 00:00:00,1817-03-03 00:00:00,Isaac,,Thomas,1784-11-04,M,,,410750,,,,,9295,,,2016-11-08T05:25:34.057249
T000170,James Houston Thomas,Democrat,rep,TN,6,,,2,158.27,1847-12-06 00:00:00,1861-03-03 00:00:00,James,Houston,Thomas,1808-09-22,M,,,410751,,,,,9296,,,2016-11-08T05:25:34.057249
T000171,Jesse Burgess Thomas,Adams,sen,IL,,2,,2,194.42,1807-10-26 00:00:00,1829-03-03 00:00:00,Jesse,Burgess,Thomas,,M,,,410752,,,,,9297,,,2016-11-08T05:25:34.057249
T000172,John Thomas,Republican,sen,ID,,2,,2,79.06,1928-01-01 00:00:00,1945-12-31 00:00:00,John,,Thomas,1874-01-04,M,,,410753,,,,,9298,,,2016-11-08T05:25:34.057249
T000173,John Chew Thomas,Federalist,rep,MD,2,,,0,217.08,1799-12-02 00:00:00,1801-03-03 00:00:00,John,Chew,Thomas,1764-10-15,M,,,410754,,,,,9299,,,2016-11-08T05:25:34.057249
T000174,John Lewis Thomas,Unconditional Unionist,rep,MD,2,,,0,151.03,1865-12-04 00:00:00,1867-03-03 00:00:00,John,Lewis,Thomas,1835-05-20,M,,,410755,,,,,9300,,,2016-11-08T05:25:34.057249
T000175,John Parnell Thomas,Republican,rep,NJ,7,,,10,77.88,1937-01-05 00:00:00,1951-01-03 00:00:00,John,Parnell,Thomas,1895-01-16,M,,,410756,,,,,9301,,,2016-11-08T05:25:34.057249
T000176,John Robert Thomas,Republican,rep,IL,20,,,6,133.47,1879-03-18 00:00:00,1889-03-03 00:00:00,John,Robert,Thomas,1846-10-11,M,,,410757,,,,,9302,,,2016-11-08T05:25:34.057249
T000177,John William Elmer Thomas,Democrat,sen,OK,,3,,8,85.45,1923-12-03 00:00:00,1951-01-03 00:00:00,John,William Elmer,Thomas,1876-09-08,M,,,410758,,,,,9303,,,2016-11-08T05:25:34.057249
T000178,Lera Millard Thomas,Democrat,rep,TX,8,,,0,51.88,1965-01-04 00:00:00,1967-01-03 00:00:00,Lera,Millard,Thomas,1900-08-03,F,,,410759,,,,,10792,,,2016-11-08T05:25:34.057249
T000179,Lot Thomas,Republican,rep,IA,11,,,2,114.32,1899-12-04 00:00:00,1905-03-03 00:00:00,Lot,,Thomas,1843-10-17,M,,,410760,,,,,9304,,,2016-11-08T05:25:34.057249
T000180,Ormsby Brunson Thomas,Republican,rep,WI,7,,,2,128.25,1885-12-07 00:00:00,1891-03-03 00:00:00,Ormsby,Brunson,Thomas,1832-08-21,M,,,410761,,,,,9305,,,2016-11-08T05:25:34.057249
T000181,Philemon Thomas,,rep,LA,2,,,0,183.06,1831-12-05 00:00:00,1835-03-03 00:00:00,Philemon,,Thomas,1763-02-09,M,,,410762,,,,,9306,,,2016-11-08T05:25:34.057249
T000182,Phillip Francis Thomas,Democrat,rep,MD,1,,,0,141.02,1839-12-02 00:00:00,1877-03-03 00:00:00,Phillip,Francis,Thomas,1810-09-12,M,,,410763,,,,,9307,,,2016-11-08T05:25:34.057249
T000183,Richard Thomas,Federalist,rep,PA,3,,,2,218.32,1795-12-07 00:00:00,1801-03-03 00:00:00,Richard,,Thomas,1744-12-30,M,,,410764,,,,,9308,,,2016-11-08T05:25:34.057249
T000184,Robert Lindsay Thomas,Democrat,rep,GA,1,,,6,31.86,1983-01-03 00:00:00,1993-01-03 00:00:00,Robert,Lindsay,Thomas,1943-11-20,M,,01150,410765,,,,,15069,,,2016-11-08T05:25:34.057249
T000185,Robert Young Thomas,Democrat,rep,KY,3,,,14,103.61,1909-03-15 00:00:00,1927-03-04 00:00:00,Robert,Young,Thomas,1855-07-13,M,,,410766,,,,,9309,,,2016-11-08T05:25:34.057249
T000186,William Aubrey Thomas,Republican,rep,OH,19,,,4,110.28,1903-11-09 00:00:00,1911-03-03 00:00:00,William,Aubrey,Thomas,1866-06-07,M,,,410767,,,,,9310,,,2016-11-08T05:25:34.057249
T000187,William David Thomas,Republican,rep,NY,29,,,0,81.9,1933-03-09 00:00:00,1937-01-03 00:00:00,William,David,Thomas,1880-03-22,M,,,410768,,,,,9311,,,2016-11-08T05:25:34.057249
T000188,William M. Thomas,Republican,rep,CA,22,,,24,35.79,1979-01-15 00:00:00,2007-01-03 00:00:00,William,M.,Thomas,1941-12-06,M,Baptist,01148,400401,N00007256,,,,14669,,,2016-11-08T05:25:34.057249
T000189,Robert Ewing Thomason,Democrat,rep,TX,16,,,14,82.95,1931-12-07 00:00:00,1949-01-03 00:00:00,Robert,Ewing,Thomason,1879-05-30,M,,,410769,,,,,9312,,,2016-11-08T05:25:34.057249
T000190,William Poindexter Thomasson,Whig,rep,KY,7,,,0,171.05,1843-12-04 00:00:00,1847-03-03 00:00:00,William,Poindexter,Thomasson,1797-10-08,M,,,410770,,,,,9313,,,2016-11-08T05:25:34.057249
T000191,Albert Clifton Thompson,Republican,rep,OH,11,,,2,128.25,1885-12-07 00:00:00,1891-03-03 00:00:00,Albert,Clifton,Thompson,1842-01-23,M,,,410771,,,,,9314,,,2016-11-08T05:25:34.057249
T000192,Benjamin Thompson,Whig,rep,MA,4,,,0,165.05,1845-12-01 00:00:00,1853-03-03 00:00:00,Benjamin,,Thompson,1798-08-05,M,,,410772,,,,,9315,,,2016-11-08T05:25:34.057249
T000193,Bennie G. Thompson,Democrat,rep,MS,2,,,20,21.53,1993-04-13 00:00:00,2017-01-03 00:00:00,Bennie,G.,Thompson,1948-01-28,M,Methodist,01151,400402,N00003288,,26929,7304,29368,H4MS02068,H4MS02068,2016-11-08T05:25:34.057249
T000194,Charles James Thompson,Republican,rep,OH,5,,,8,93.8,1919-05-19 00:00:00,1931-03-03 00:00:00,Charles,James,Thompson,1862-01-24,M,,,410773,,,,,9316,,,2016-11-08T05:25:34.057249
T000195,Charles Perkins Thompson,Democrat,rep,MA,6,,,0,141.02,1875-12-06 00:00:00,1877-03-03 00:00:00,Charles,Perkins,Thompson,1827-07-30,M,,,410774,,,,,9317,,,2016-11-08T05:25:34.057249
T000196,Charles Winston Thompson,Democrat,rep,AL,5,,,0,113.08,1901-12-02 00:00:00,1905-03-03 00:00:00,Charles,Winston,Thompson,1860-12-30,M,,,410775,,,,,9318,,,2016-11-08T05:25:34.057249
T000197,Chester Charles Thompson,Democrat,rep,IL,14,,,2,81.72,1933-03-09 00:00:00,1939-01-03 00:00:00,Chester,Charles,Thompson,1893-09-19,M,,,410776,,,,,9319,,,2016-11-08T05:25:34.057249
T000198,Clark Wallace Thompson,Democrat,rep,TX,9,,,18,69.7,1933-03-09 00:00:00,1967-01-03 00:00:00,Clark,Wallace,Thompson,1896-08-06,M,,,410777,,,,,9320,,,2016-11-08T05:25:34.057249
T000199,Fountain Land Thompson,Democrat,sen,ND,,3,,0,107.73,1909-03-15 00:00:00,1911-03-03 00:00:00,Fountain,Land,Thompson,1854-11-18,M,,,410778,,,,,9321,,,2016-11-08T05:25:34.057249
T000200,Frank Thompson,Democrat,rep,NJ,4,,,22,59.72,1955-01-05 00:00:00,1981-01-03 00:00:00,Frank,,Thompson,1918-07-26,M,,01152,410779,,,,,9322,,,2016-11-08T05:25:34.057249
T000201,George Western Thompson,Democrat,rep,VA,15,,,0,165.05,1851-12-01 00:00:00,1853-03-03 00:00:00,George,Western,Thompson,1806-05-14,M,,,410780,,,,,9323,,,2016-11-08T05:25:34.057249
T000202,Hedge Thompson,Adams,rep,NJ,-1,,,0,189.06,1827-12-03 00:00:00,1829-03-03 00:00:00,Hedge,,Thompson,1780-01-28,M,,,410781,,,,,9324,,,2016-11-08T05:25:34.057249
T000203,Jacob Thompson,Democrat,rep,MS,1,,,8,172.55,1839-12-02 00:00:00,1851-03-03 00:00:00,Jacob,,Thompson,1810-05-15,M,,,410782,,,,,9325,,,2016-11-08T05:25:34.057249
T000204,James Thompson,Democrat,rep,PA,23,,,2,168.3,1845-12-01 00:00:00,1851-03-03 00:00:00,James,,Thompson,1806-10-01,M,,,410783,,,,,9326,,,2016-11-08T05:25:34.057249
T000205,Joel Thompson,Federalist,rep,NY,15,,,0,203.6,1813-05-24 00:00:00,1815-03-03 00:00:00,Joel,,Thompson,1760-10-03,M,,,410784,,,,,9327,,,2016-11-08T05:25:34.057249
T000206,John Thompson,Republican,rep,NY,8,,,2,208.85,1799-12-02 00:00:00,1811-03-03 00:00:00,John,,Thompson,1749-03-20,M,,,410785,,,,,9328,,,2016-11-08T05:25:34.057249
T000207,John Thompson,Republican,rep,NY,12,,,0,159.03,1857-12-07 00:00:00,1859-03-03 00:00:00,John,,Thompson,1809-07-04,M,,,410786,,,,,9329,,,2016-11-08T05:25:34.057249
T000208,John Burton Thompson,American,sen,KY,,2,,6,167.28,1839-12-02 00:00:00,1859-03-03 00:00:00,John,Burton,Thompson,1810-12-14,M,,,410787,,,,,9330,,,2016-11-08T05:25:34.057249
T000209,John McCandless Thompson,Republican,rep,PA,26,,,0,139.16,1873-12-01 00:00:00,1879-03-03 00:00:00,John,McCandless,Thompson,1829-01-04,M,,,410788,,,,,9331,,,2016-11-08T05:25:34.057249
T000210,Joseph Bryan Thompson,Democrat,rep,OK,5,,,4,100.69,1913-04-07 00:00:00,1921-03-03 00:00:00,Joseph,Bryan,Thompson,1871-04-29,M,,,410789,,,,,9332,,,2016-11-08T05:25:34.057249
T000211,Philip Thompson,,rep,KY,11,,,0,193.07,1823-12-01 00:00:00,1825-03-03 00:00:00,Philip,,Thompson,1789-08-20,M,,,410790,,,,,9333,,,2016-11-08T05:25:34.057249
T000212,Philip Burton Thompson,Democrat,rep,KY,8,,,2,134.98,1879-03-18 00:00:00,1885-03-03 00:00:00,Philip,Burton,Thompson,1845-10-15,M,,,410791,,,,,9334,,,2016-11-08T05:25:34.057249
T000213,Philip Rootes Thompson,Republican,rep,VA,9,,,2,212.31,1801-12-07 00:00:00,1807-03-03 00:00:00,Philip,Rootes,Thompson,1766-03-26,M,,,410792,,,,,9335,,,2016-11-08T05:25:34.057249
T000214,Richard Wigginton Thompson,Whig,rep,IN,7,,,0,169.04,1841-05-31 00:00:00,1849-03-03 00:00:00,Richard,Wigginton,Thompson,1809-06-09,M,,,410793,,,,,9336,,,2016-11-08T05:25:34.057249
T000215,Robert Augustine Thompson,Democrat,rep,VA,14,,,0,169.04,1847-12-06 00:00:00,1849-03-03 00:00:00,Robert,Augustine,Thompson,1805-02-14,M,,,410794,,,,,9337,,,2016-11-08T05:25:34.057249
T000216,Ruth Thompson,Republican,rep,MI,9,,,2,63.89,1951-01-03 00:00:00,1957-01-03 00:00:00,Ruth,,Thompson,1887-09-15,F,,,410795,,,,,9338,,,2016-11-08T05:25:34.057249
T000217,Standish Fletcher Thompson,Republican,rep,GA,5,,,2,47.81,1967-01-10 00:00:00,1973-01-03 00:00:00,Standish,Fletcher,Thompson,1925-02-05,M,,,410796,,,,,11053,,,2016-11-08T05:25:34.057249
T000218,Theo Ashton Thompson,Democrat,rep,LA,7,,,10,61.87,1953-01-03 00:00:00,1967-01-03 00:00:00,Theo,Ashton,Thompson,1916-03-31,M,,,410797,,,,,9339,,,2016-11-08T05:25:34.057249
T000219,Thomas Larkin Thompson,Democrat,rep,CA,1,,,0,129.01,1887-12-05 00:00:00,1889-03-03 00:00:00,Thomas,Larkin,Thompson,1838-05-31,M,,,410798,,,,,9340,,,2016-11-08T05:25:34.057249
T000220,Thomas Weston Thompson,Federalist,sen,NH,,2,,0,202.99,1805-12-02 00:00:00,1817-03-03 00:00:00,Thomas,Weston,Thompson,1766-03-15,M,,,410799,,,,,9341,,,2016-11-08T05:25:34.057249
T000221,Waddy Thompson,Whig,rep,SC,6,,,2,178.29,1835-12-07 00:00:00,1841-03-03 00:00:00,Waddy,,Thompson,1798-01-08,M,,,410800,,,,,9342,,,2016-11-08T05:25:34.057249
T000222,Wiley Thompson,Jackson,rep,GA,-1,,,8,190.04,1821-12-03 00:00:00,1833-03-03 00:00:00,Wiley,,Thompson,1781-09-23,M,,,410801,,,,,9343,,,2016-11-08T05:25:34.057249
T000223,William Thompson,Democrat,rep,IA,1,,,0,167.04,1847-12-06 00:00:00,1851-03-03 00:00:00,William,,Thompson,1813-11-10,M,,,410802,,,,,9344,,,2016-11-08T05:25:34.057249
T000224,William George Thompson,Republican,rep,IA,5,,,0,135.02,1879-03-18 00:00:00,1883-03-03 00:00:00,William,George,Thompson,1830-01-17,M,,,410803,,,,,9345,,,2016-11-08T05:25:34.057249
T000225,William Henry Thompson,Democrat,sen,NE,,1,,0,83.73,1933-03-09 00:00:00,1935-01-03 00:00:00,William,Henry,Thompson,1853-12-14,M,,,410804,,,,,9346,,,2016-11-08T05:25:34.057249
T000226,William Howard Thompson,Democrat,sen,KS,,2,,0,103.66,1913-04-07 00:00:00,1919-03-03 00:00:00,William,Howard,Thompson,1871-10-14,M,,,410805,,,,,9347,,,2016-11-08T05:25:34.057249
T000227,Alexander Thomson,Jackson,rep,PA,13,,,0,191.05,1823-12-01 00:00:00,1827-03-03 00:00:00,Alexander,,Thomson,1788-01-12,M,,,410806,,,,,9348,,,2016-11-08T05:25:34.057249
T000228,Charles Marsh Thomson,Progressive,rep,IL,10,,,0,103.66,1913-04-07 00:00:00,1915-03-03 00:00:00,Charles,Marsh,Thomson,1877-02-13,M,,,410807,,,,,9349,,,2016-11-08T05:25:34.057249
T000229,Edwin Keith Thomson,Republican,rep,WY,0,,,2,59.87,1955-01-05 00:00:00,1961-01-03 00:00:00,Edwin,Keith,Thomson,1919-02-08,M,,,410808,,,,,9350,,,2016-11-08T05:25:34.057249
T000230,John Thomson,Jackson,rep,OH,17,,,6,184.76,1825-12-05 00:00:00,1837-03-03 00:00:00,John,,Thomson,1780-11-20,M,,,410809,,,,,9351,,,2016-11-08T05:25:34.057249
T000231,John Renshaw Thomson,Democrat,sen,NJ,,1,,0,159.03,1853-12-05 00:00:00,1863-03-03 00:00:00,John,Renshaw,Thomson,1800-09-25,M,,,410810,,,,,9352,,,2016-11-08T05:25:34.057249
T000232,Mark Thomson,Federalist,rep,NJ,-1,,,0,219.63,1795-12-07 00:00:00,1799-03-03 00:00:00,Mark,,Thomson,,M,,,410811,,,,,9353,,,2016-11-08T05:25:34.057249
T000233,Vernon Wallace Thomson,Republican,rep,WI,3,,,10,53.84,1961-01-03 00:00:00,1975-01-03 00:00:00,Vernon,Wallace,Thomson,1905-11-05,M,,01153,410812,,,,,10564,,,2016-11-08T05:25:34.057249
T000234,Charles Thone,Republican,rep,NE,1,,,4,43.82,1971-01-21 00:00:00,1979-01-03 00:00:00,Charles,,Thone,1924-01-04,M,,01154,410813,,,,,13045,,,2016-11-08T05:25:34.057249
T000235,James Thorington,Ind. Republican-Democrat,rep,IA,2,,,0,161.04,1855-12-03 00:00:00,1857-03-03 00:00:00,James,,Thorington,1816-05-07,M,,,410814,,,,,9354,,,2016-11-08T05:25:34.057249
T000236,Jacob Thorkelson,Republican,rep,MT,1,,,0,77.9,1939-01-03 00:00:00,1941-01-03 00:00:00,Jacob,,Thorkelson,1876-09-24,M,,,410815,,,,,9355,,,2016-11-08T05:25:34.057249
T000237,William Homer Thornberry,Democrat,rep,TX,10,,,12,65.86,1949-01-03 00:00:00,1965-01-03 00:00:00,William,Homer,Thornberry,1909-01-09,M,,,410816,,,,,9356,,,2016-11-08T05:25:34.057249
T000238,Mac Thornberry,Republican,rep,TX,13,,,18,19.8,1995-01-04 00:00:00,2017-01-03 00:00:00,Mac,M.,Thornberry,1958-07-15,M,Presbyterian,01155,400404,N00006052,,21706,36814,29572,H4TX13014,H4TX13014,2016-11-08T05:25:34.057249
T000239,Jacob Montgomery Thornburgh,Republican,rep,TN,2,,,2,140.41,1873-12-01 00:00:00,1879-03-03 00:00:00,Jacob,Montgomery,Thornburgh,1837-07-03,M,,,410817,,,,,9357,,,2016-11-08T05:25:34.057249
T000240,Anthony Thornton,Democrat,rep,IL,10,,,0,151.03,1865-12-04 00:00:00,1867-03-03 00:00:00,Anthony,,Thornton,1814-11-09,M,,,410818,,,,,9358,,,2016-11-08T05:25:34.057249
T000241,John Randolph Thornton,Democrat,sen,LA,,3,,0,106.93,1910-01-01 00:00:00,1915-03-03 00:00:00,John,Randolph,Thornton,1846-08-25,M,,,410819,,,,,9359,,,2016-11-08T05:25:34.057249
T000243,Raymond Hoyt Thornton,Democrat,rep,AR,2,,,8,29.83,1973-01-03 00:00:00,1997-01-03 00:00:00,Raymond,Hoyt,Thornton,1928-07-16,M,,01156,410821,,,,,14058,,,2016-11-08T05:25:34.057249
T000244,Robert Taylor Thorp,Republican,rep,VA,4,,,0,119.73,1895-12-02 00:00:00,1899-03-03 00:00:00,Robert,Taylor,Thorp,1850-03-12,M,,,410822,,,,,9361,,,2016-11-08T05:25:34.057249
T000245,Roy Henry Thorpe,Republican,rep,NE,1,,,0,95.64,1921-04-11 00:00:00,1923-03-03 00:00:00,Roy,Henry,Thorpe,1874-12-13,M,,,410823,,,,,9362,,,2016-11-08T05:25:34.057249
T000246,James Webb Throckmorton,Democrat,rep,TX,5,,,4,133.63,1875-12-06 00:00:00,1887-03-03 00:00:00,James,Webb,Throckmorton,1825-02-01,M,,,410824,,,,,9363,,,2016-11-08T05:25:34.057249
T000247,Enos Thompson Throop,Republican,rep,NY,20,,,0,201.07,1815-12-04 00:00:00,1817-03-03 00:00:00,Enos,Thompson,Throop,1784-08-21,M,,,410825,,,,,9364,,,2016-11-08T05:25:34.057249
T000248,Joseph Earlston Thropp,Republican,rep,PA,20,,,0,117.01,1899-12-04 00:00:00,1901-03-03 00:00:00,Joseph,Earlston,Thropp,1847-10-04,M,,,410826,,,,,9365,,,2016-11-08T05:25:34.057249
T000249,Buckner Thruston,Republican,sen,KY,,2,,0,211.08,1805-12-02 00:00:00,1809-12-31 00:00:00,Buckner,,Thruston,1763-02-09,M,,,410827,,,,,9366,,,2016-11-08T05:25:34.057249
T000250,John Thune,Republican,sen,SD,,3,senior,6,11.83,1997-01-07 00:00:00,2017-01-03 00:00:00,John,,Thune,1961-01-07,M,,01534,400546,N00004572,S303,398,45552,29754,S2SD00068;H6SD00085,S2SD00068,2016-11-08T05:25:34.057249
T000251,Allen Granberry Thurman,Democrat,sen,OH,,1,,2,142.27,1845-12-01 00:00:00,1881-03-03 00:00:00,Allen,Granberry,Thurman,1813-11-13,M,,,410828,,,,,9367,,,2016-11-08T05:25:34.057249
T000252,John Richardson Thurman,Whig,rep,NY,15,,,0,167.04,1849-12-03 00:00:00,1851-03-03 00:00:00,John,Richardson,Thurman,1814-10-06,M,,,410829,,,,,9368,,,2016-11-08T05:25:34.057249
T000253,Karen Thurman,Democrat,rep,FL,5,,,6,21.84,1993-01-05 00:00:00,2003-01-03 00:00:00,Karen,,Thurman,1951-01-12,F,,01157,400509,,,,,29330,,,2016-11-08T05:25:34.057249
T000254,J. Strom Thurmond,Republican,sen,SC,,2,,14,55.22,1955-01-05 00:00:00,2003-01-03 00:00:00,J.,Strom,Thurmond,1902-12-05,M,,01448,300157,,S096,,,9369,,,2016-11-08T05:25:34.057249
T000255,Benjamin Babock Thurston,American,rep,RI,2,,,4,163.54,1847-12-06 00:00:00,1857-03-03 00:00:00,Benjamin,Babock,Thurston,1804-06-29,M,,,410830,,,,,9370,,,2016-11-08T05:25:34.057249
T000256,John Mellen Thurston,Republican,sen,NE,,2,,0,121.02,1895-12-02 00:00:00,1901-03-03 00:00:00,John,Mellen,Thurston,1847-08-21,M,,,410831,,,,,9371,,,2016-11-08T05:25:34.057249
T000257,Lloyd Thurston,Republican,rep,IA,5,,,10,87.32,1925-12-07 00:00:00,1939-01-03 00:00:00,Lloyd,,Thurston,1880-03-27,M,,,410832,,,,,9372,,,2016-11-08T05:25:34.057249
T000258,Samuel Royal Thurston,Democrat,rep,OR,-1,,,0,167.04,1849-12-03 00:00:00,1851-03-03 00:00:00,Samuel,Royal,Thurston,1816-04-15,M,,,410833,,,,,,,,2016-11-08T05:25:34.057249
T000259,Edward John Thye,Republican,sen,MN,,1,,0,63.89,1947-01-03 00:00:00,1959-01-03 00:00:00,Edward,John,Thye,1896-04-26,M,,,410834,,,,,9374,,,2016-11-08T05:25:34.057249
T000260,Todd Tiahrt,Republican,rep,KS,4,,,12,19.82,1995-01-04 00:00:00,2011-01-03 00:00:00,Todd,,Tiahrt,1951-06-15,M,Assembly of God,01158,400405,N00008144,,21953,,29524,H4KS04087,H4KS04087,2016-11-08T05:25:34.057249
T000261,John Wooleston Tibbatts,Democrat,rep,KY,10,,,0,171.05,1843-12-04 00:00:00,1847-03-03 00:00:00,John,Wooleston,Tibbatts,1802-06-12,M,,,410835,,,,,9375,,,2016-11-08T05:25:34.057249
T000262,George Tibbits,Federalist,rep,NY,10,,,0,213.21,1803-10-17 00:00:00,1805-03-03 00:00:00,George,,Tibbits,1763-01-14,M,,,410836,,,,,9376,,,2016-11-08T05:25:34.057249
T000263,Harve Tibbott,Republican,rep,PA,26,,,6,75.89,1939-01-03 00:00:00,1949-01-03 00:00:00,Harve,,Tibbott,1885-05-27,M,,,410837,,,,,9377,,,2016-11-08T05:25:34.057249
T000264,Isaac Tichenor,Federalist,sen,VT,,1,,0,201.07,1796-01-01 00:00:00,1821-03-03 00:00:00,Isaac,,Tichenor,1754-02-08,M,,,410838,,,,,9378,,,2016-11-08T05:25:34.057249
T000265,Robert Owens Tiernan,Democrat,rep,RI,2,,,4,47.86,1967-01-10 00:00:00,1975-01-03 00:00:00,Robert,Owens,Tiernan,1929-02-24,M,,01159,410839,,,,,11061,,,2016-11-08T05:25:34.057249
T000266,John F. Tierney,Democrat,rep,MA,6,,,14,17.81,1997-01-07 00:00:00,2015-01-03 00:00:00,John,F.,Tierney,1951-09-18,M,,01535,400407,N00000226,,553,37546,29730,H4MA06033,H4MA06033,2016-11-08T05:25:34.057249
T000267,William Laurence Tierney,Democrat,rep,CT,4,,,0,84.98,1931-12-07 00:00:00,1933-03-03 00:00:00,William,Laurence,Tierney,1876-08-06,M,,,410840,,,,,9379,,,2016-11-08T05:25:34.057249
T000268,Edward Tiffin,Republican,sen,OH,,3,,0,209.18,1807-10-26 00:00:00,1809-12-31 00:00:00,Edward,,Tiffin,1766-06-19,M,,,410841,,,,,9380,,,2016-11-08T05:25:34.057249
T000269,Nelson Tift,Democrat,rep,GA,-1,,,0,147.78,1867-03-04 00:00:00,1871-03-03 00:00:00,Nelson,,Tift,1810-07-23,M,,,410842,,,,,9381,,,2016-11-08T05:25:34.057249
T000270,Daniel Rose Tilden,Whig,rep,OH,19,,,0,171.05,1843-12-04 00:00:00,1847-03-03 00:00:00,Daniel,Rose,Tilden,1804-11-05,M,,,410843,,,,,9382,,,2016-11-08T05:25:34.057249
